PolicyNo,CustomerID,ProductID,AgentID,StartDate,EndDate,Status
POL19814,CUST1022,PROD009,AGT093,2022-09-05,2023-08-31,Active
POL19815,CUST0060,PROD014,AGT001,2022-03-09,2024-02-27,Active
POL19816,CUST0791,PROD010,AGT077,2020-02-23,2023-02-07,Expired
POL19817,CUST1501,PROD019,AGT068,2023-02-26,2025-02-15,Active
POL19818,CUST0971,PROD004,AGT035,2021-08-23,2022-08-18,Cancelled
POL19819,CUST1614,PROD010,AGT080,2025-03-05,2026-02-28,Active
POL19820,CUST2771,PROD003,AGT021,2023-01-18,2024-01-13,Active
POL19821,CUST0321,PROD002,AGT055,2021-01-08,2023-12-24,Active
POL19822,CUST2800,PROD008,AGT087,2020-05-16,2020-11-12,Active
POL19823,CUST1287,PROD008,AGT040,2021-12-14,2023-12-04,Active
POL19824,CUST1772,PROD012,AGT035,2024-06-13,2026-06-03,Expired
POL19825,CUST2283,PROD008,AGT004,2020-10-31,2022-10-21,Active
POL19826,CUST0449,PROD019,AGT025,2023-07-10,2025-06-29,Active
POL19827,CUST0359,PROD018,AGT105,2024-11-28,2026-11-18,Active
POL19828,CUST1844,PROD005,AGT109,2025-05-03,2026-04-28,Active
POL19829,CUST0761,PROD009,AGT013,2022-08-28,2024-08-17,Expired
POL19830,CUST1760,PROD012,AGT008,2022-08-04,2023-07-30,Active
POL19831,CUST1982,PROD018,AGT029,2020-03-30,2022-03-20,Active
POL19832,CUST1446,PROD018,AGT114,2024-01-09,2025-12-29,Active
POL19833,CUST2540,PROD015,AGT119,2020-01-03,2022-12-18,Active
POL19834,CUST1909,PROD014,AGT113,2022-04-08,2025-03-23,Active
POL19835,CUST0937,PROD014,AGT061,2020-02-03,2020-08-01,Active
POL19836,CUST0470,PROD012,AGT099,2022-10-12,2023-04-10,Active
POL19837,CUST1206,PROD007,AGT109,2023-04-04,2024-03-29,Expired
POL19838,CUST0420,PROD003,AGT066,2021-12-02,2023-11-22,Active
POL19839,CUST0738,PROD019,AGT046,2024-05-25,2025-05-20,Expired
POL19840,CUST1535,PROD004,AGT120,2023-09-01,2024-08-26,Active
POL19841,CUST0880,PROD017,AGT028,2023-04-06,2024-03-31,Active
POL19842,CUST0610,PROD018,AGT004,2022-01-29,2022-07-28,Expired
POL19843,CUST0616,PROD007,AGT038,2025-03-24,2025-09-20,Cancelled
POL19844,CUST2447,PROD017,AGT032,2022-07-05,2024-06-24,Cancelled
POL19845,CUST1201,PROD017,AGT096,2020-04-10,2020-10-07,Active
POL19846,CUST1570,PROD013,AGT072,2024-10-09,2027-09-24,Expired
POL19847,CUST2937,PROD010,AGT039,2022-09-11,2023-09-06,Active
POL19848,CUST2564,PROD010,AGT109,2024-07-21,2027-07-06,Active
POL19849,CUST2311,PROD016,AGT044,2025-01-21,2026-01-16,Active
POL19850,CUST1733,PROD005,AGT113,2022-10-31,2024-10-20,Active
POL19851,CUST1665,PROD001,AGT004,2025-05-18,2026-05-13,Cancelled
POL19852,CUST1214,PROD010,AGT029,2022-09-25,2024-09-14,Expired
POL19853,CUST2572,PROD019,AGT026,2023-09-26,2024-09-20,Expired
POL19854,CUST2946,PROD011,AGT085,2021-05-28,2024-05-12,Active
POL19855,CUST2118,PROD016,AGT100,2021-12-28,2024-12-12,Active
POL19856,CUST1710,PROD008,AGT055,2021-05-10,2024-04-24,Expired
POL19857,CUST1515,PROD003,AGT118,2025-05-25,2026-05-20,Expired
POL19858,CUST2475,PROD008,AGT078,2024-01-28,2025-01-22,Expired
POL19859,CUST1106,PROD002,AGT090,2023-01-17,2024-01-12,Expired
POL19860,CUST2095,PROD010,AGT112,2020-01-14,2021-01-08,Expired
POL19861,CUST2098,PROD020,AGT093,2023-02-26,2024-02-21,
POL19862,CUST2280,PROD013,AGT072,2024-11-04,2025-10-30,Active
POL19863,CUST0469,PROD010,AGT103,2024-01-11,2025-12-31,Cancelled
POL19864,CUST0365,PROD016,AGT111,2023-04-03,2025-03-23,
POL19865,CUST1588,PROD010,AGT023,2020-12-15,2021-12-10,Expired
POL19866,CUST2928,PROD018,AGT052,2024-12-20,2025-12-15,Active
POL19867,CUST0395,PROD012,AGT051,2024-02-03,2026-01-23,Active
POL19868,CUST1414,PROD006,AGT034,2023-03-14,2026-02-26,Cancelled
POL19869,CUST1255,PROD013,AGT088,2024-06-11,2025-06-06,Active
POL19870,CUST2921,PROD002,AGT092,2023-03-16,2024-03-10,Expired
POL19871,CUST0656,PROD003,AGT069,2022-03-13,2023-03-08,Active
POL19872,CUST2424,PROD018,AGT060,2021-09-09,2024-08-24,Expired
POL19873,CUST1813,PROD004,AGT047,2022-11-12,2024-11-01,Active
POL19874,CUST0478,PROD017,AGT109,2020-02-18,2022-02-07,Expired
POL19875,CUST1724,PROD014,AGT094,2021-05-20,2021-11-16,Active
POL19876,CUST2281,PROD006,AGT013,2022-02-21,2023-02-16,Expired
POL19877,CUST2911,PROD006,AGT012,2021-06-26,2023-06-16,Cancelled
POL19878,CUST2898,PROD010,AGT105,2025-06-21,2026-06-16,Active
POL19879,CUST1487,PROD007,AGT063,2024-12-24,2025-12-19,Active
POL19880,CUST0834,PROD011,AGT119,2022-12-28,2025-12-12,
POL19881,CUST2576,PROD015,AGT094,2025-02-27,2026-02-22,Active
POL19882,CUST1928,PROD002,AGT085,2022-01-05,2022-12-31,Active
POL19883,CUST1251,PROD016,AGT031,2020-01-13,2020-07-11,Active
POL19884,CUST1933,PROD018,AGT034,2025-04-16,2026-04-11,Expired
POL19885,CUST2551,PROD002,AGT115,2020-01-12,2021-01-06,Expired
POL19886,CUST1193,PROD017,AGT106,2020-01-23,2021-01-17,Expired
POL19887,CUST0987,PROD013,AGT117,2022-04-20,2025-04-04,Expired
POL19888,CUST2070,PROD001,AGT114,2022-02-12,2024-02-02,Active
POL19889,CUST2858,PROD004,AGT077,2020-07-23,2022-07-13,Expired
POL19890,CUST1969,PROD018,AGT036,2020-11-06,2021-05-05,Active
POL19891,CUST0786,PROD014,AGT113,2023-09-24,2024-09-18,Active
POL19892,CUST1960,PROD004,AGT010,2023-08-27,2025-08-16,Active
POL19893,CUST0150,PROD006,AGT075,2020-01-16,2020-07-14,Active
POL19894,CUST0418,PROD015,AGT120,2022-10-18,2023-10-13,Active
POL19895,CUST0805,PROD004,AGT120,2021-03-05,2023-02-23,Active
POL19896,CUST0484,PROD016,AGT044,2024-06-13,2026-06-03,Expired
POL19897,CUST0945,PROD013,AGT080,2024-06-13,2024-12-10,Active
POL19898,CUST0214,PROD012,AGT097,2020-06-19,2021-06-14,Active
POL19899,CUST0011,PROD008,AGT006,2021-12-18,2022-12-13,Expired
POL19900,CUST2501,PROD003,AGT021,2024-10-27,2025-04-25,Active
POL19901,CUST1170,PROD015,AGT052,2020-11-09,2023-10-25,Cancelled
POL19902,CUST1212,PROD012,AGT081,2021-12-04,2023-11-24,Cancelled
POL19903,CUST0008,PROD020,AGT103,2022-07-06,2023-07-01,Active
POL19904,CUST2806,PROD011,AGT018,2020-04-17,2022-04-07,Expired
POL19905,CUST1623,PROD015,AGT085,2021-09-06,2022-09-01,Active
POL19906,CUST0374,PROD013,AGT020,2022-02-23,2023-02-18,Expired
POL19907,CUST0220,PROD005,AGT107,2022-06-29,2025-06-13,Active
POL19908,CUST2355,PROD007,AGT052,2022-12-07,2023-12-02,Active
POL19909,CUST1538,PROD019,AGT034,2024-05-26,2026-05-16,Expired
POL19910,CUST1307,PROD002,AGT117,2020-10-05,2021-04-03,Active
POL19911,CUST0412,PROD009,AGT114,2021-08-10,2022-08-05,Active
POL19912,CUST0144,PROD015,AGT002,2023-10-27,2024-10-21,Active
POL19913,CUST1470,PROD012,AGT067,2024-09-23,2027-09-08,Expired
POL19914,CUST2246,PROD001,AGT024,2024-08-14,2025-02-10,Active
POL19915,CUST2515,PROD006,AGT086,2022-11-24,2024-11-13,Active
POL19916,CUST1847,PROD013,AGT102,2023-10-30,2024-10-24,Active
POL19917,CUST0769,PROD016,AGT061,2020-06-08,2023-05-24,Cancelled
POL19918,CUST1378,PROD009,AGT083,2021-06-06,2022-06-01,Active
POL19919,CUST2176,PROD008,AGT012,2020-12-04,2021-06-02,Expired
POL19920,CUST0064,PROD017,AGT025,2025-04-19,2027-04-09,Cancelled
POL19921,CUST2221,PROD008,AGT094,2021-06-20,2022-06-15,Active
POL19922,CUST0002,PROD016,AGT072,2021-10-27,2022-10-22,Active
POL19923,CUST2178,PROD020,AGT114,2021-09-29,2022-09-24,Active
POL19924,CUST2518,PROD003,AGT084,2021-04-04,2024-03-19,Active
POL19925,CUST1360,PROD015,AGT002,2021-08-15,2023-08-05,Active
POL19926,CUST0655,PROD016,AGT119,2024-09-14,2025-03-13,Active
POL19927,CUST0672,PROD001,AGT065,2024-04-15,2024-10-12,Active
POL19928,CUST1102,PROD004,AGT116,2021-02-05,2022-01-31,Cancelled
POL19929,CUST2539,PROD013,AGT033,2024-03-23,2026-03-13,Active
POL19930,CUST1343,PROD014,AGT053,2025-02-12,2028-01-28,
POL19931,CUST0258,PROD009,AGT029,2025-02-10,2025-08-09,Expired
POL19932,CUST1978,PROD019,AGT061,2021-02-13,2022-02-08,Cancelled
POL19933,CUST1440,PROD019,AGT070,2023-12-18,2026-12-02,Expired
POL19934,CUST0858,PROD017,AGT101,2021-06-04,2024-05-19,Active
POL19935,CUST0486,PROD009,AGT078,2023-11-11,2024-05-09,Active
POL19936,CUST1692,PROD005,AGT107,2022-03-12,2025-02-24,
POL19937,CUST0054,PROD010,AGT072,2021-11-01,2022-10-27,Expired
POL19938,CUST1088,PROD017,AGT084,2022-06-25,2024-06-14,Active
POL19939,CUST1195,PROD011,AGT095,2024-08-04,2025-01-31,Active
POL19940,CUST1198,PROD017,AGT044,2020-03-07,2022-02-25,Active
POL19941,CUST0503,PROD011,AGT094,2024-11-11,2025-05-10,Expired
POL19942,CUST0711,PROD002,AGT063,2021-02-27,2024-02-12,Expired
POL19943,CUST2093,PROD003,AGT117,2022-01-15,2024-01-05,Expired
POL19944,CUST2916,PROD011,AGT093,2021-05-02,2023-04-22,Active
POL19945,CUST1226,PROD016,AGT041,2024-10-21,2026-10-11,Active
POL19946,CUST2515,PROD017,AGT078,2024-05-28,2024-11-24,Active
POL19947,CUST1967,PROD019,AGT082,2024-12-06,2025-12-01,Cancelled
POL19948,CUST2898,PROD001,AGT036,2024-12-22,2025-12-17,Cancelled
POL19949,CUST1189,PROD002,AGT024,2023-08-13,2024-02-09,Active
POL19950,CUST1663,PROD014,AGT092,2025-01-28,2025-07-27,Active
POL19951,CUST1109,PROD009,AGT110,2024-11-23,2025-11-18,Active
POL19952,CUST2311,PROD013,AGT115,2023-01-23,2025-01-12,Expired
POL19953,CUST2197,PROD010,AGT038,2023-08-18,2025-08-07,Active
POL19954,CUST2547,PROD015,AGT021,2020-06-22,2023-06-07,Active
POL19955,CUST0746,PROD003,AGT022,2024-05-21,2025-05-16,Active
POL19956,CUST2828,PROD005,AGT075,2021-03-09,2022-03-04,Cancelled
POL19957,CUST2771,PROD019,AGT041,2023-06-18,2024-06-12,Active
POL19958,CUST2705,PROD009,AGT047,2021-05-14,2022-05-09,Active
POL19959,CUST2348,PROD012,AGT104,2022-02-07,2025-01-22,Active
POL19960,CUST0455,PROD002,AGT069,2020-09-25,2022-09-15,Expired
POL19961,CUST2909,PROD009,AGT020,2023-07-05,2024-06-29,Active
POL19962,CUST0660,PROD014,AGT078,2024-08-01,2026-07-22,Active
POL19963,CUST0340,PROD010,AGT013,2025-05-22,2026-05-17,Expired
POL19964,CUST1504,PROD014,AGT092,2021-11-22,2023-11-12,Active
POL19965,CUST2960,PROD002,AGT064,2023-08-07,2024-08-01,Expired
POL19966,CUST1679,PROD018,AGT100,2021-12-14,2022-12-09,Active
POL19967,CUST2570,PROD020,AGT081,2023-12-04,2024-11-28,Cancelled
POL19968,CUST1007,PROD004,AGT108,2021-06-02,2021-11-29,Active
POL19969,CUST1658,PROD015,AGT026,2022-01-31,2023-01-26,Expired
POL19970,CUST1060,PROD013,AGT029,2021-01-24,2022-01-19,Cancelled
POL19971,CUST1971,PROD002,AGT060,2022-11-09,2023-11-04,Active
POL19972,CUST0728,PROD008,AGT012,2021-11-11,2022-05-10,Active
POL19973,CUST2306,PROD001,AGT078,2025-05-04,2025-10-31,Active
POL19974,CUST2489,PROD017,AGT070,2020-05-10,2023-04-25,Expired
POL19975,CUST2332,PROD016,AGT078,2022-10-25,2023-10-20,
POL19976,CUST2712,PROD004,AGT005,2024-06-04,2026-05-25,Active
POL19977,CUST2842,PROD007,AGT008,2022-02-17,2023-02-12,Expired
POL19978,CUST2665,PROD015,AGT062,2025-06-26,2027-06-16,Expired
POL19979,CUST1597,PROD002,AGT078,2020-05-01,2021-04-26,Active
POL19980,CUST1317,PROD020,AGT047,2023-09-16,2026-08-31,Active
POL19981,CUST1167,PROD018,AGT022,2020-02-13,2021-02-07,Expired
POL19982,CUST0887,PROD020,AGT079,2022-12-06,2023-12-01,Active
POL19983,CUST2542,PROD015,AGT112,2024-04-16,2026-04-06,Expired
POL19984,CUST2654,PROD020,AGT100,2023-11-26,2026-11-10,Active
POL19985,CUST2200,PROD007,AGT039,2021-03-30,2023-03-20,Active
POL19986,CUST0637,PROD014,AGT041,2021-10-19,2022-04-17,Expired
POL19987,CUST1474,PROD016,AGT010,2024-07-13,2027-06-28,Expired
POL19988,CUST0953,PROD017,AGT004,2024-01-12,2025-01-06,
POL19989,CUST2687,PROD018,AGT082,2020-10-03,2021-09-28,Active
POL19990,CUST2199,PROD007,AGT118,2024-04-24,2026-04-14,Expired
POL19991,CUST2443,PROD013,AGT017,2020-08-22,2022-08-12,Active
POL19992,CUST1030,PROD020,AGT084,2020-09-23,2021-03-22,
POL19993,CUST1750,PROD011,AGT017,2020-04-13,2021-04-08,Expired
POL19994,CUST2320,PROD020,AGT053,2023-03-23,2025-03-12,Expired
POL19995,CUST1901,PROD006,AGT074,2020-10-27,2022-10-17,Expired
POL19996,CUST2987,PROD005,AGT061,2024-07-06,2026-06-26,Expired
POL19997,CUST1037,PROD017,AGT012,2025-03-02,2025-08-29,
POL19998,CUST0554,PROD006,AGT075,2020-11-22,2021-11-17,Cancelled
POL19999,CUST2863,PROD004,AGT055,2024-01-12,2026-12-27,Active
POL20000,CUST2016,PROD010,AGT107,2025-01-04,2025-12-30,Expired
POL20001,CUST1700,PROD011,AGT010,2023-01-18,2025-01-07,Expired
POL20002,CUST2482,PROD010,AGT041,2022-10-30,2024-10-19,Cancelled
POL20003,CUST1046,PROD009,AGT103,2022-08-01,2024-07-21,Expired
POL20004,CUST2672,PROD012,AGT033,2024-05-24,2026-05-14,Active
POL20005,CUST0003,PROD006,AGT097,2023-10-13,2026-09-27,Expired
POL20006,CUST1375,PROD017,AGT029,2024-06-26,2026-06-16,Expired
POL20007,CUST1005,PROD020,AGT040,2023-01-08,2025-12-23,Active
POL20008,CUST1098,PROD016,AGT094,2023-02-01,2026-01-16,Active
POL20009,CUST2890,PROD011,AGT094,2020-11-09,2022-10-30,Active
POL20010,CUST1415,PROD018,AGT009,2024-07-18,2025-07-13,Active
POL20011,CUST2088,PROD017,AGT085,2020-11-25,2021-05-24,Expired
POL20012,CUST0552,PROD006,AGT097,2021-08-08,2024-07-23,Expired
POL20013,CUST2456,PROD005,AGT007,2024-01-12,2026-01-01,Expired
POL20014,CUST2171,PROD001,AGT099,2023-04-08,2023-10-05,Expired
POL20015,CUST0341,PROD011,AGT031,2023-03-05,2024-02-28,Cancelled
POL20016,CUST0674,PROD008,AGT087,2023-09-09,2024-03-07,Active
POL20017,CUST1979,PROD010,AGT028,2025-03-21,2027-03-11,Active
POL20018,CUST2066,PROD010,AGT105,2022-09-12,2024-09-01,Expired
POL20019,CUST1014,PROD014,AGT017,2024-08-13,2027-07-29,Cancelled
POL20020,CUST2666,PROD015,AGT001,2022-08-03,2023-07-29,Active
POL20021,CUST1210,PROD007,AGT043,2022-05-07,2023-05-02,Active
POL20022,CUST2721,PROD006,AGT001,2023-03-15,2024-03-09,Active
POL20023,CUST0558,PROD002,AGT068,2022-07-18,2023-07-13,Active
POL20024,CUST2477,PROD009,AGT114,2021-01-24,2024-01-09,Active
POL20025,CUST0154,PROD013,AGT058,2020-08-29,2022-08-19,Active
POL20026,CUST2218,PROD014,AGT031,2022-05-14,2025-04-28,Active
POL20027,CUST2882,PROD017,AGT003,2021-05-17,2023-05-07,Active
POL20028,CUST0422,PROD012,AGT118,2020-06-07,2021-06-02,Active
POL20029,CUST0755,PROD006,AGT097,2024-10-14,2027-09-29,Active
POL20030,CUST1546,PROD007,AGT031,2023-08-10,2024-08-04,Expired
POL20031,CUST0649,PROD012,AGT106,2022-02-03,2023-01-29,Cancelled
POL20032,CUST1243,PROD004,AGT111,2024-02-23,2024-08-21,Expired
POL20033,CUST2668,PROD017,AGT116,2020-09-06,2021-09-01,Expired
POL20034,CUST0147,PROD010,AGT020,2020-10-21,2021-10-16,Expired
POL20035,CUST1963,PROD020,AGT100,2021-10-29,2022-10-24,Expired
POL20036,CUST0409,PROD006,AGT016,2020-11-21,2021-11-16,Active
POL20037,CUST1484,PROD013,AGT021,2021-02-19,2022-02-14,Active
POL20038,CUST0583,PROD016,AGT107,2021-03-17,2022-03-12,Active
POL20039,CUST0817,PROD012,AGT033,2020-07-18,2022-07-08,Active
POL20040,CUST0917,PROD009,AGT067,2025-01-12,2025-07-11,Expired
POL20041,CUST0726,PROD016,AGT050,2021-07-01,2022-06-26,Active
POL20042,CUST0380,PROD020,AGT079,2020-03-09,2022-02-27,Active
POL20043,CUST2091,PROD002,AGT095,2022-01-01,2022-06-30,Active
POL20044,CUST0135,PROD002,AGT062,2020-04-20,2022-04-10,Active
POL20045,CUST0225,PROD011,AGT014,2021-04-29,2022-04-24,Active
POL20046,CUST2528,PROD010,AGT094,2022-10-12,2023-10-07,Expired
POL20047,CUST2094,PROD010,AGT001,2025-03-14,2027-03-04,Active
POL20048,CUST2118,PROD003,AGT056,2021-03-02,2021-08-29,Cancelled
POL20049,CUST1203,PROD014,AGT010,2023-06-24,2023-12-21,
POL20050,CUST1049,PROD009,AGT047,2021-09-09,2023-08-30,Expired
POL20051,CUST2890,PROD008,AGT081,2023-06-19,2026-06-03,Expired
POL20052,CUST1444,PROD008,AGT108,2023-11-23,2024-11-17,Active
POL20053,CUST0454,PROD001,AGT072,2020-10-06,2021-10-01,Expired
POL20054,CUST2898,PROD008,AGT068,2022-10-06,2023-10-01,
POL20055,CUST0567,PROD007,AGT067,2022-10-21,2024-10-10,Expired
POL20056,CUST1445,PROD019,AGT043,2022-10-10,2023-04-08,Expired
POL20057,CUST1020,PROD019,AGT025,2020-05-17,2021-05-12,Expired
POL20058,CUST0916,PROD006,AGT001,2025-05-25,2026-05-20,Expired
POL20059,CUST1806,PROD005,AGT074,2020-08-16,2021-02-12,Active
POL20060,CUST0528,PROD005,AGT069,2022-09-10,2025-08-25,Expired
POL20061,CUST2187,PROD005,AGT051,2020-06-07,2022-05-28,Expired
POL20062,CUST2801,PROD009,AGT080,2021-08-16,2022-02-12,Active
POL20063,CUST2014,PROD010,AGT013,2020-10-18,2021-10-13,Expired
POL20064,CUST0619,PROD006,AGT039,2021-03-14,2022-03-09,Active
POL20065,CUST0806,PROD020,AGT102,2025-06-01,2028-05-16,Expired
POL20066,CUST0366,PROD017,AGT094,2023-07-20,2024-07-14,Expired
POL20067,CUST2812,PROD020,AGT019,2024-11-05,2026-10-26,Active
POL20068,CUST1141,PROD003,AGT113,2020-03-05,2023-02-18,Active
POL20069,CUST1745,PROD006,AGT078,2024-01-27,2025-01-21,
POL20070,CUST1133,PROD008,AGT009,2024-09-20,2025-09-15,Active
POL20071,CUST2965,PROD015,AGT039,2022-07-27,2024-07-16,Active
POL20072,CUST1606,PROD009,AGT035,2023-09-29,2025-09-18,Expired
POL20073,CUST1624,PROD013,AGT055,2022-06-05,2023-05-31,Expired
POL20074,CUST2116,PROD013,AGT058,2024-10-18,2025-10-13,Active
POL20075,CUST2334,PROD013,AGT051,2020-03-31,2021-03-26,Active
POL20076,CUST2189,PROD019,AGT027,2020-12-02,2021-05-31,Expired
POL20077,CUST0619,PROD011,AGT073,2025-01-12,2027-01-02,Active
POL20078,CUST2677,PROD015,AGT046,2022-11-15,2023-11-10,Expired
POL20079,CUST0720,PROD013,AGT058,2024-02-03,2024-08-01,Active
POL20080,CUST2250,PROD020,AGT047,2025-01-12,2026-01-07,Expired
POL20081,CUST1283,PROD009,AGT070,2024-07-26,2025-07-21,Active
POL20082,CUST1983,PROD020,AGT057,2025-01-24,2026-01-19,Active
POL20083,CUST2835,PROD006,AGT091,2022-02-07,2023-02-02,Active
POL20084,CUST1397,PROD014,AGT113,2020-04-21,2022-04-11,Active
POL20085,CUST0908,PROD003,AGT117,2025-03-10,2025-09-06,Expired
POL20086,CUST0494,PROD003,AGT077,2021-05-09,2023-04-29,Active
POL20087,CUST0457,PROD011,AGT028,2023-09-06,2024-08-31,Expired
POL20088,CUST0982,PROD015,AGT033,2023-05-04,2024-04-28,
POL20089,CUST2933,PROD009,AGT006,2023-02-27,2023-08-26,Active
POL20090,CUST1605,PROD004,AGT001,2021-10-30,2024-10-14,Active
POL20091,CUST0963,PROD016,AGT102,2024-06-22,2027-06-07,Active
POL20092,CUST1603,PROD010,AGT052,2022-07-19,2024-07-08,Active
POL20093,CUST1486,PROD017,AGT070,2023-09-13,2025-09-02,Active
POL20094,CUST0699,PROD006,AGT070,2023-02-19,2023-08-18,Active
POL20095,CUST0353,PROD010,AGT120,2021-03-21,2022-03-16,Expired
POL20096,CUST2131,PROD010,AGT091,2023-06-01,2024-05-26,Cancelled
POL20097,CUST1040,PROD007,AGT044,2022-06-18,2023-06-13,Active
POL20098,CUST2529,PROD003,AGT024,2020-01-26,2021-01-20,Expired
POL20099,CUST0889,PROD017,AGT072,2021-11-29,2022-11-24,Expired
POL20100,CUST1012,PROD005,AGT085,2025-05-20,2028-05-04,Active
POL20101,CUST0257,PROD003,AGT083,2023-02-15,2023-08-14,Expired
POL20102,CUST0162,PROD008,AGT013,2020-12-10,2022-11-30,Active
POL20103,CUST1863,PROD015,AGT067,2023-08-31,2024-08-25,Active
POL20104,CUST1352,PROD014,AGT085,2023-06-19,2025-06-08,Expired
POL20105,CUST0404,PROD007,AGT048,2025-02-15,2027-02-05,Active
POL20106,CUST0813,PROD019,AGT091,2022-05-02,2023-04-27,Active
POL20107,CUST1801,PROD012,AGT086,2023-02-01,2024-01-27,Expired
POL20108,CUST1112,PROD009,AGT105,2025-02-15,2027-02-05,Active
POL20109,CUST2769,PROD010,AGT084,2020-03-19,2021-03-14,Expired
POL20110,CUST1218,PROD008,AGT090,2024-03-11,2026-03-01,Active
POL20111,CUST1304,PROD002,AGT058,2020-10-04,2021-04-02,Expired
POL20112,CUST2387,PROD015,AGT077,2025-05-30,2027-05-20,Active
POL20113,CUST0705,PROD013,AGT085,2023-06-29,2025-06-18,Cancelled
POL20114,CUST2191,PROD011,AGT001,2020-07-28,2021-01-24,Active
POL20115,CUST0106,PROD003,AGT069,2024-08-04,2025-07-30,Active
POL20116,CUST0644,PROD007,AGT083,2022-08-11,2023-08-06,Active
POL20117,CUST0191,PROD008,AGT040,2024-07-27,2025-07-22,Active
POL20118,CUST2162,PROD008,AGT029,2024-01-17,2027-01-01,Active
POL20119,CUST0303,PROD015,AGT110,2024-05-20,2024-11-16,Cancelled
POL20120,CUST0645,PROD003,AGT052,2021-11-26,2022-11-21,Expired
POL20121,CUST1528,PROD008,AGT030,2022-08-23,2023-02-19,Active
POL20122,CUST0338,PROD004,AGT014,2025-02-05,2028-01-21,Active
POL20123,CUST2980,PROD017,AGT080,2024-04-10,2027-03-26,Expired
POL20124,CUST1601,PROD020,AGT093,2024-10-09,2026-09-29,Active
POL20125,CUST1999,PROD019,AGT069,2023-05-23,2026-05-07,Expired
POL20126,CUST2410,PROD013,AGT101,2021-12-09,2022-06-07,Expired
POL20127,CUST0237,PROD017,AGT115,2022-02-01,2023-01-27,Expired
POL20128,CUST2202,PROD004,AGT022,2020-04-17,2022-04-07,
POL20129,CUST1038,PROD004,AGT120,2022-12-17,2024-12-06,Active
POL20130,CUST0406,PROD012,AGT004,2023-07-23,2025-07-12,Active
POL20131,CUST2363,PROD008,AGT112,2024-12-12,2025-06-10,Expired
POL20132,CUST1897,PROD003,AGT022,2022-01-19,2023-01-14,Active
POL20133,CUST2068,PROD001,AGT059,2023-11-14,2024-11-08,Active
POL20134,CUST0332,PROD018,AGT046,2021-03-28,2023-03-18,Active
POL20135,CUST2887,PROD015,AGT022,2021-05-20,2023-05-10,Active
POL20136,CUST0920,PROD006,AGT097,2020-07-13,2021-07-08,Active
POL20137,CUST2197,PROD002,AGT087,2021-02-04,2022-01-30,Expired
POL20138,CUST2549,PROD009,AGT063,2021-08-29,2022-02-25,
POL20139,CUST2563,PROD003,AGT103,2022-06-19,2022-12-16,Expired
POL20140,CUST1058,PROD018,AGT077,2023-04-08,2025-03-28,Expired
POL20141,CUST2894,PROD006,AGT111,2025-01-29,2026-01-24,Active
POL20142,CUST1444,PROD012,AGT071,2024-11-01,2025-10-27,Expired
POL20143,CUST2248,PROD008,AGT114,2021-03-27,2023-03-17,Active
POL20144,CUST0247,PROD019,AGT104,2020-09-25,2021-03-24,Active
POL20145,CUST1512,PROD013,AGT063,2023-05-21,2023-11-17,Active
POL20146,CUST2556,PROD006,AGT079,2021-08-19,2022-08-14,Active
POL20147,CUST0766,PROD014,AGT013,2023-08-20,2025-08-09,Active
POL20148,CUST1165,PROD005,AGT097,2024-11-07,2025-11-02,Active
POL20149,CUST1020,PROD012,AGT119,2023-05-14,2026-04-28,Expired
POL20150,CUST1987,PROD018,AGT009,2021-04-08,2021-10-05,Active
POL20151,CUST1382,PROD004,AGT081,2021-07-02,2024-06-16,Active
POL20152,CUST1749,PROD009,AGT012,2021-05-04,2022-04-29,Expired
POL20153,CUST0568,PROD011,AGT018,2020-03-26,2021-03-21,Active
POL20154,CUST0294,PROD005,AGT050,2024-02-07,2027-01-22,Active
POL20155,CUST0139,PROD002,AGT095,2023-05-01,2024-04-25,Active
POL20156,CUST1145,PROD008,AGT023,2024-06-22,2026-06-12,Expired
POL20157,CUST2028,PROD006,AGT105,2020-12-11,2023-11-26,Expired
POL20158,CUST2082,PROD004,AGT069,2020-08-09,2021-08-04,
POL20159,CUST2383,PROD013,AGT070,2020-06-04,2022-05-25,Active
POL20160,CUST1017,PROD012,AGT031,2024-09-07,2025-09-02,Active
POL20161,CUST2860,PROD007,AGT008,2022-03-19,2024-03-08,Active
POL20162,CUST0298,PROD015,AGT016,2022-05-01,2024-04-20,Active
POL20163,CUST2603,PROD013,AGT011,2024-02-16,2027-01-31,Expired
POL20164,CUST1506,PROD001,AGT052,2021-12-05,2022-11-30,Expired
POL20165,CUST1670,PROD016,AGT023,2023-11-29,2025-11-18,Active
POL20166,CUST2997,PROD019,AGT009,2020-03-22,2022-03-12,Active
POL20167,CUST0424,PROD005,AGT024,2024-12-10,2026-11-30,Expired
POL20168,CUST2240,PROD009,AGT022,2023-09-10,2024-09-04,Expired
POL20169,CUST1530,PROD018,AGT033,2024-09-10,2025-09-05,Expired
POL20170,CUST2510,PROD011,AGT085,2022-01-05,2022-07-04,Active
POL20171,CUST2973,PROD014,AGT064,2025-04-20,2025-10-17,Active
POL20172,CUST0917,PROD008,AGT042,2023-08-30,2025-08-19,Expired
POL20173,CUST2259,PROD013,AGT066,2024-12-04,2025-11-29,Cancelled
